Draw;g;r;pb;z
4884;-1.3;2.4;-0.6;7.7
4885;-3.5;2.1;0.8;0.1
4886;-2.6;2.2;1.6;-2.7
4887;0.0;2.6;-0.1;0.6
4888;-2.1;2.3;-0.4;-10.4
4889;-2.4;2.2;-0.2;1.7
4890;-0.4;2.6;1.8;-1.5
4891;1.0;1.3;2.2;-14.0
4892;-2.7;2.3;1.2;-3.8
4893;2.0;2.2;4.0;-18.0
4894;0.2;2.3;1.3;-4.7
4895;-1.7;1.8;2.7;-12.3
4896;-1.2;2.7;1.7;-4.8
4897;-2.0;2.0;2.0;-17.7
4898;-1.1;3.0;2.2;10.5
4899;1.8;2.6;1.4;-2.6
4900;-2.9;1.6;1.3;-20.9
4901;2.9;2.8;2.0;-13.2
4902;4.1;3.1;2.5;-0.7
4903;4.5;2.7;2.1;-5.8
4904;-2.5;2.2;-0.3;-6.8
4905;-2.3;1.9;2.4;-23.5
4906;-1.8;2.3;1.1;-1.1
4907;-1.2;1.4;0.6;-17.0
4908;0.4;3.1;0.6;1.8
4909;1.3;2.4;2.0;-8.8
4910;-0.5;2.3;0.2;-12.5
4911;1.7;1.9;3.1;-16.7
4912;1.2;2.3;2.5;-14.9
4913;-0.2;2.6;-0.1;-6.4
4914;-1.9;1.9;0.3;-5.1
4915;-0.6;2.6;1.7;0.6
4916;-1.5;2.5;-1.2;-1.2
4917;1.3;1.6;2.6;-23.9
4918;-0.6;2.7;3.3;5.9
4919;3.2;3.1;0.7;10.7
4920;2.1;2.7;1.2;-10.0
4921;1.9;2.5;3.0;-1.0
4922;3.3;2.8;2.7;-1.4
4923;-2.0;2.6;1.4;-10.6
4924;1.0;2.5;2.0;-7.9
4925;-0.6;2.0;0.5;-20.8
4926;3.9;3.0;3.0;5.5
4927;3.8;3.0;0.2;8.4
4928;1.5;2.6;2.3;6.2
4929;-1.0;1.9;0.1;-13.5
4930;1.3;2.4;-0.6;-7.6
4931;2.3;2.5;1.9;9.2
4932;2.7;3.2;0.6;10.8
4933;2.7;2.4;0.7;-16.9
4934;0.6;2.6;2.6;-4.7
4935;0.2;2.6;1.8;1.6
4936;-2.1;2.8;-0.8;-4.4
4937;2.2;2.9;3.2;-2.5
4938;-0.7;2.3;0.9;-3.9
4939;-0.9;2.2;1.7;2.3
4940;-1.2;2.1;2.5;-12.8
4941;2.0;2.4;3.7;-11.6
4942;-0.6;2.5;1.7;-4.7
4943;-0.9;2.0;1.8;-16.2
4944;1.3;2.5;1.8;-3.3
4945;0.5;2.6;1.3;5.3
4946;3.7;3.4;0.3;18.5
4947;-3.5;2.2;0.8;-9.4
4948;0.8;2.6;1.4;0.1
4949;-2.7;2.2;1.3;-12.9
4950;-0.3;2.2;1.6;-6.6
4951;1.3;2.6;3.4;-3.3
4952;3.6;2.8;1.8;-1.1
4953;0.9;2.6;2.4;14.1
4954;-1.9;2.3;1.3;-7.0
4955;1.3;3.0;1.4;0.1
4956;1.1;3.4;1.4;10.2
4957;-1.6;2.0;1.1;-3.2
4958;6.3;4.1;0.4;14.7
4959;1.2;2.2;2.3;-6.1
4960;-6.2;2.0;-0.7;-14.5
4961;0.7;2.4;2.8;3.0
4962;-3.2;2.3;-0.1;-2.8
4963;0.3;2.8;0.3;-2.8
4964;2.2;2.8;0.7;-5.6
4965;-4.5;1.8;-0.3;-1.7
4966;0.4;3.1;1.4;-1.3
4967;0.4;2.4;1.3;5.3
4968;-3.2;2.7;0.8;16.2
4969;-1.1;3.0;-0.2;10.8
4970;-3.9;1.7;2.2;-9.5
4971;4.1;3.1;0.5;-5.3
4972;-1.6;2.8;0.0;-1.0
4973;-3.4;1.5;0.2;-20.6
4974;3.5;2.4;0.9;-16.2
4975;-2.5;2.1;0.4;-7.8
4976;-0.7;3.1;1.2;1.1
4977;-2.5;2.8;0.5;4.7
4978;3.1;3.1;2.3;-0.6
4979;3.6;2.0;3.3;-13.9
4980;-1.8;2.4;0.7;0.5
4981;-2.3;3.1;0.1;5.0
4982;2.5;3.0;-0.1;2.6
4983;0.9;2.4;0.3;-7.8
4984;1.0;2.4;1.1;-2.1
4985;-0.5;2.6;0.4;-7.7
4986;1.5;2.3;0.4;-2.2
4987;2.2;2.6;0.9;-2.6
4988;-0.9;2.6;-1.6;7.4
4989;-1.7;2.7;2.9;5.7
4990;-1.1;2.9;3.3;8.8
4991;0.5;3.3;0.8;9.8
4992;0.6;2.8;0.3;16.0
4993;-2.3;1.7;2.3;-16.5
4994;1.1;2.9;1.8;-10.4
4995;0.7;2.7;0.4;3.7
4996;0.8;3.2;3.2;19.5
4997;-1.6;2.8;-0.4;-0.9
4998;4.4;3.7;0.2;23.3
4999;-1.2;2.4;0.8;-3.5
5000;1.2;3.0;2.8;2.2
5001;-2.1;2.7;1.6;3.3
5002;-0.9;2.6;0.3;-2.5
5003;-3.8;2.6;1.0;6.7
5004;0.7;2.2;1.2;-10.6
5005;2.2;3.5;1.3;3.6
5006;-0.1;2.0;2.4;-8.6
5007;-0.3;2.7;1.5;1.8
5008;0.9;2.4;2.0;-16.9
5009;1.3;2.7;2.2;-5.3
5010;1.0;3.5;0.9;18.8
5011;1.4;2.6;2.9;0.5
5012;-0.4;2.3;0.7;-9.1
5013;-2.2;2.2;-1.5;-10.3
5014;0.1;2.6;1.5;-3.7
5015;0.7;1.8;2.6;-18.4
5016;-2.4;3.1;-1.4;8.4
5017;-1.9;2.2;2.0;1.9
5018;0.1;2.3;1.0;-8.6
5019;2.4;2.3;1.7;-5.7
5020;0.3;2.9;-0.4;8.8
5021;1.2;2.8;3.1;-1.6
5022;7.8;2.5;4.2;-10.3
5023;0.6;2.9;1.7;5.2
5024;1.6;2.7;1.3;-6.7
5025;-0.1;2.8;1.3;12.4
5026;-1.9;1.8;3.1;-14.2
5027;2.3;2.9;2.9;-8.8
5028;0.5;2.6;1.2;5.7
5029;-2.3;3.2;1.1;19.4
5030;-0.7;2.6;-0.5;5.7
5031;1.6;2.8;0.2;-3.9
5032;-4.3;1.3;2.0;-10.2
5033;2.3;2.2;1.3;-9.2
5034;-0.4;2.5;2.9;-2.1
5035;2.3;2.1;4.1;-28.2
5036;-1.5;2.8;0.7;-0.5
5037;3.5;2.6;1.7;-7.0
5038;-0.2;2.5;3.1;-0.4
5039;-2.4;2.4;-0.8;4.4
5040;1.7;3.0;1.5;-3.5
5041;0.8;2.5;2.3;1.4
5042;-1.6;2.2;1.6;-19.2
5043;-1.4;2.1;2.4;1.4
5044;-3.2;1.7;2.7;-6.6
5045;-1.2;2.4;-0.8;4.8
5046;-2.2;2.4;0.2;9.0
5047;-3.1;1.7;2.2;-18.8
5048;2.2;2.5;2.0;-6.0
5049;-3.0;3.6;-2.0;27.0
5050;-0.7;2.1;0.5;-10.4
5051;-1.9;2.3;0.5;-1.6
5052;0.5;1.9;2.0;1.4
5053;3.5;3.1;1.9;0.7
5054;-1.1;2.9;0.7;2.7
5055;-3.9;2.2;-1.3;-5.0
5056;4.2;3.3;1.0;3.9
5057;1.3;2.9;1.5;4.7
5058;-0.8;2.7;1.6;0.8
5059;-1.5;2.9;1.4;11.9
5060;0.9;1.7;2.9;-22.2
5061;-3.6;2.8;0.1;5.6
5062;-0.9;2.8;1.8;7.0
5063;2.5;1.9;0.6;-16.9
5064;-0.8;3.1;0.5;1.0
5065;-1.9;2.8;0.0;6.9
5066;-2.4;1.8;0.4;-27.5
5067;-1.9;2.3;1.6;-14.3
5068;-0.6;3.2;0.9;15.3
5069;-2.5;2.3;1.0;-10.5
5070;-1.9;2.6;0.5;-0.3
5071;-1.2;2.0;0.4;-7.0
5072;-1.2;2.5;1.3;-6.4
5073;2.5;3.1;1.3;1.5
5074;2.2;2.7;1.6;-4.9
5075;-2.8;2.4;1.0;4.0
5076;1.6;2.7;0.2;3.0
5077;4.7;2.6;3.9;4.1
5078;2.8;2.7;1.1;8.5
5079;-2.3;1.9;-0.3;-13.4
5080;-4.7;1.8;1.7;-9.3
5081;-3.1;2.9;-0.5;10.4
5082;0.4;2.6;0.1;-2.6
5083;2.6;3.1;1.1;2.3
5084;-4.3;2.0;0.2;5.6
5085;1.9;3.3;1.0;6.2
5086;-2.7;2.2;0.5;-7.1
5087;0.1;2.5;2.2;8.9
5088;0.4;2.6;0.9;-3.8
5089;0.7;3.0;-2.0;17.0
5090;0.6;2.7;2.6;5.6
5091;-0.1;2.3;0.9;-10.0
5092;0.8;2.7;-0.4;-2.6
5093;-3.7;2.1;2.1;1.0
5094;5.8;3.4;1.2;0.9
5095;-4.6;1.8;2.1;-16.4
5096;-0.1;2.4;-1.2;-0.4
5097;0.3;2.7;2.4;6.7
5098;-2.0;1.7;1.8;-17.3
5099;-2.3;3.2;-0.1;9.3
5100;0.2;2.3;1.1;4.1
5101;0.6;2.8;-1.8;2.3
5102;4.9;3.0;2.4;3.6
5103;0.4;2.1;2.0;-19.2
5104;-0.6;1.8;1.7;-18.9
5105;-2.5;2.2;1.3;-1.5
5106;-3.8;2.3;-0.9;10.3
5107;-5.1;1.7;1.9;2.6
5108;2.7;3.0;1.2;5.4
5109;-2.3;2.4;-0.6;-2.1
5110;-2.3;2.6;1.6;4.3
5111;-0.1;2.6;0.0;-1.3
5112;-1.2;2.2;-0.7;-11.6
5113;0.7;2.7;1.5;0.5
5114;-1.3;3.0;1.3;1.1
5115;0.3;2.5;2.2;-5.5
5116;-0.3;1.7;1.6;-18.2
5117;-1.4;2.7;-0.3;2.6
5118;1.1;2.8;-0.3;-1.7
5119;2.0;2.9;-1.6;1.1
5120;-1.3;2.6;1.1;-0.5
5121;2.3;2.4;2.2;-2.1
5122;-2.3;2.5;0.2;14.6
5123;3.2;2.6;0.9;-7.7
5124;2.7;2.8;0.3;6.8
5125;-2.3;1.9;1.9;-10.6
5126;0.0;2.6;0.6;-0.6
5127;-1.5;3.0;-0.2;10.0
5128;1.0;3.0;1.1;-5.6
5129;-1.1;3.1;0.4;5.2
5130;1.6;3.0;1.4;9.5
5131;4.8;2.9;2.1;-9.5
5132;0.4;2.6;1.7;-3.7
5133;3.2;3.1;2.0;6.0
5134;-3.2;2.0;2.4;5.0
5135;-1.2;2.6;0.7;6.2
5136;-5.9;2.3;0.4;1.5
5137;-0.4;2.4;-0.2;2.6
5138;3.0;2.9;0.8;8.1
5139;3.1;3.0;0.6;-5.2
5140;-0.3;2.7;-1.2;1.7
5141;-2.7;2.6;-0.5;0.0
5142;0.4;3.0;0.8;4.6
5143;-1.2;2.5;-1.9;-2.6
5144;-1.5;1.4;2.2;-14.2
5145;-2.0;2.3;0.7;-8.6
5146;-1.6;1.9;-0.2;-12.8
5147;0.4;2.1;0.4;-22.3
5148;-2.6;2.3;-1.0;-1.1
5149;-3.3;2.7;0.3;1.0
5150;0.0;2.9;-0.6;-2.3
5151;-1.7;2.4;2.6;-13.1
5152;5.2;2.4;3.1;-6.1
5153;1.2;2.9;2.7;0.0
5154;1.8;2.9;2.4;1.4
5155;-0.6;1.6;1.7;-9.7
5156;3.9;2.1;1.5;-9.7
5157;2.5;3.8;1.1;21.8
5158;-2.9;2.5;0.4;1.3
5159;1.4;3.3;0.6;12.7
5160;2.1;1.7;2.5;-18.0
5161;4.9;3.6;0.8;8.1
5162;1.3;2.8;0.7;-6.4
5163;-3.0;1.5;1.3;-7.6
5164;-0.4;2.4;1.3;-6.3
5165;-3.1;1.7;1.6;-11.1
5166;-2.1;1.7;0.4;-13.9
5167;0.4;2.4;2.3;-19.3
5168;-1.4;2.2;-0.1;-2.6
5169;0.4;2.9;1.5;-6.6
5170;-3.9;1.8;0.8;-13.5
5171;0.4;3.0;0.8;6.5
5172;2.4;1.8;2.0;-15.1
5173;-1.2;3.3;-0.5;9.3
5174;-3.3;1.9;1.1;-2.0
5175;2.6;2.7;1.4;-10.4
5176;-0.4;2.7;0.1;-2.5
5177;0.7;2.5;1.0;8.0
5178;-1.7;2.5;0.0;-5.7
5179;-0.2;2.4;1.4;-10.6
5180;-3.4;2.9;0.0;4.3
5181;0.0;2.5;0.8;-0.4
5182;0.7;3.0;0.1;5.6
5183;3.2;2.8;1.4;-2.1
5184;-3.4;2.6;-0.4;11.8
5185;0.8;2.8;1.9;13.0
5186;-2.7;2.1;1.4;-9.2
5187;0.2;2.8;0.9;7.6
5188;0.0;2.3;4.8;-25.8
5189;-1.8;3.0;0.1;15.6
5190;0.8;1.4;2.0;-22.3
5191;2.3;2.8;-1.5;4.5
5192;3.3;3.0;3.0;-10.7
5193;-1.0;2.0;2.5;-5.9
5194;0.3;2.8;0.7;6.0
5195;-1.9;2.7;-0.3;1.8
5196;0.3;2.4;2.8;1.6
5197;-0.1;3.2;-0.4;8.1
5198;0.0;2.6;2.9;-7.0
5199;2.9;3.3;0.1;19.0
5200;-0.2;2.9;2.7;4.5
5201;-4.8;2.4;1.7;-4.6
5202;-3.4;3.0;-1.9;26.0
5203;-1.0;2.4;2.0;-7.5
5204;-2.6;1.5;1.7;-5.4
5205;-5.7;1.8;-0.6;5.1
5206;0.1;2.5;1.4;-7.2
5207;-0.9;2.8;1.6;-4.4
5208;-3.8;2.2;1.2;-12.2
5209;3.2;2.2;2.1;-15.2
5210;2.1;2.7;2.3;0.9
5211;-0.3;2.7;2.3;-3.3
5212;-1.2;2.9;-0.9;9.7
5213;0.6;2.4;0.5;1.5
5214;-0.1;2.4;1.5;-7.2
5215;0.0;2.6;1.9;5.6
5216;3.1;2.7;3.4;-2.3
5217;0.5;3.0;0.7;-0.2
5218;2.7;2.8;-0.3;13.5
5219;1.8;3.0;0.2;4.6
5220;-2.1;2.5;0.3;-0.1
5221;-2.3;2.1;0.5;-12.6
5222;0.1;2.4;-0.8;-4.4
5223;4.0;3.1;0.7;10.4
5224;0.3;3.0;0.2;2.0
5225;-0.2;2.6;1.9;5.2
5226;-1.9;2.5;1.4;-8.1
5227;0.8;2.4;1.3;-12.9
5228;0.7;2.9;0.9;8.5
5229;-2.5;3.0;-0.5;-1.6
5230;-0.2;2.9;-0.4;11.6
5231;-0.8;2.6;0.5;6.9
5232;-4.9;2.5;0.6;4.6
5233;2.6;2.6;3.2;-9.0
5234;1.1;2.8;1.8;-6.8
5235;6.0;2.9;2.1;7.8
5236;-1.2;2.2;2.2;-5.1
5237;-1.0;2.8;-0.6;-0.7
5238;1.7;2.8;-0.3;-10.2
5239;-0.8;2.8;0.8;-5.8
5240;0.8;2.9;0.4;11.2
5241;1.9;2.6;3.0;-8.8
5242;0.7;2.6;1.5;-6.3
5243;3.2;3.6;1.1;10.3
5244;-0.8;2.0;2.5;-11.6
5245;-1.5;2.7;0.7;0.0
5246;-2.3;2.4;1.6;-13.5
5247;0.5;3.0;0.1;8.1
5248;-1.1;2.5;2.9;-2.8
5249;0.5;2.0;0.5;-8.0
5250;0.7;1.7;3.4;-29.1
5251;-2.2;2.3;0.8;-2.4
5252;1.9;2.8;-0.3;13.3
5253;-0.3;2.4;0.7;-1.3
5254;-2.8;2.8;0.0;-2.7
5255;1.4;1.3;1.9;-25.8
5256;0.3;2.3;1.5;-0.3
5257;2.7;1.9;2.5;-21.2
5258;0.8;2.8;1.4;-6.1
5259;5.7;2.4;4.4;-3.4
5260;-3.5;2.8;-1.2;10.9
5261;-0.3;2.2;2.4;-26.6
5262;-1.2;2.0;2.6;-5.8
5263;-0.9;1.8;1.9;-1.7
5264;-3.7;1.8;0.5;-0.3
5265;-2.7;2.1;0.6;-3.1
5266;2.2;2.3;2.2;-22.0
5267;2.1;2.5;0.9;1.8
5268;-1.8;1.8;1.2;-20.6
5269;1.9;2.4;2.7;0.4
5270;2.1;3.0;1.9;8.1
5271;3.3;2.9;1.5;-0.2
5272;2.4;1.9;1.8;-20.3
5273;3.4;2.5;3.1;-14.9
5274;0.7;2.2;1.5;-17.2
5275;0.1;2.9;-0.5;13.1
5276;1.7;2.0;3.6;-21.4
5277;-4.5;2.0;0.0;-1.2
5278;-1.3;3.0;0.9;-20.4
5279;-2.0;2.6;0.2;5.8
5280;-2.8;2.5;2.5;-6.1
5281;-1.0;2.8;0.4;6.9
5282;1.3;3.0;1.1;7.5
5283;1.3;2.7;3.0;7.2
5284;-3.9;2.6;0.4;10.6
5285;1.8;2.6;2.4;-1.2
5286;-2.9;2.5;0.8;4.2
5287;-2.4;2.3;-0.8;-1.7
5288;-2.7;2.7;-0.2;-0.5
5289;-0.7;1.7;2.1;-23.8
5290;0.0;2.4;0.8;-10.0
5291;2.0;2.4;0.4;-4.8
5292;2.1;1.9;1.1;-19.3
5293;-3.9;2.5;1.5;1.6
5294;0.4;2.3;0.7;-13.7
5295;0.8;2.6;1.5;-0.4
5296;0.8;2.1;2.8;-3.2
5297;-0.2;2.7;1.7;-2.3
5298;0.9;2.9;1.6;4.5
5299;-0.4;2.1;1.2;-7.1
5300;3.7;3.0;1.1;8.9
5301;-3.4;2.1;1.6;-10.4
5302;2.7;2.6;1.5;-5.0
5303;-0.2;2.3;3.0;-5.4
5304;1.7;2.5;1.6;-0.9
5305;-6.0;2.3;-1.1;0.7
5306;0.0;2.5;2.6;2.5
5307;-0.2;2.7;0.8;1.5
5308;-1.0;2.6;1.1;0.1
5309;0.1;1.8;1.8;-7.6
5310;-2.0;2.6;0.1;-8.5
5311;3.5;2.9;2.1;-2.0
5312;3.2;3.3;1.3;8.0
5313;-3.2;2.5;1.5;7.1
5314;-1.1;1.5;1.4;-30.0
5315;-2.4;2.2;0.8;-3.7
5316;-0.5;3.5;-1.3;20.0
5317;-5.6;2.4;1.2;-3.1
5318;-3.2;2.4;1.8;1.0
5319;3.7;2.6;2.4;-8.2
5320;1.3;2.5;1.4;-4.1
5321;3.7;2.6;3.1;-4.2
5322;1.2;2.8;2.3;-3.5
5323;-3.2;1.8;0.0;-6.0
5324;-0.4;2.7;0.9;3.2
5325;3.6;2.6;2.7;-6.1
5326;-0.9;2.4;2.1;-5.3
5327;-2.9;3.0;1.1;4.6
5328;-1.9;2.3;3.3;-11.8
5329;2.6;2.9;0.2;3.5
5330;-1.7;2.8;0.3;-2.9
5331;-3.0;2.4;1.3;0.3
5332;2.6;2.2;2.8;-10.2
5333;-1.3;2.6;0.1;-2.2
5334;-4.5;2.4;-0.1;-3.0
5335;1.7;1.9;2.4;-21.9
5336;0.0;2.2;2.1;-8.3
5337;2.6;3.0;-0.6;6.6
5338;-2.7;2.0;-0.3;-1.6
5339;-0.4;2.4;1.1;-15.1
5340;-1.2;2.3;1.3;5.2
5341;-0.1;2.4;1.9;-8.2
5342;-1.3;2.3;0.5;-7.5
5343;-2.1;2.3;0.7;3.8
5344;-3.0;2.4;-0.8;8.9
5345;0.7;2.7;0.3;5.0
5346;-2.4;2.9;1.3;3.4
5347;0.2;2.4;-0.1;-4.3
5348;-1.6;2.2;2.3;2.0
5349;-2.3;1.9;3.7;-12.0
5350;-0.4;1.9;2.2;-9.8
5351;1.8;2.7;1.8;-2.2
5352;-1.5;2.0;3.0;-8.0
5353;2.5;2.7;2.7;-5.9
5354;-0.2;2.5;2.0;4.3
5355;0.3;3.1;1.8;7.2
5356;-0.1;3.0;1.8;8.6
5357;2.6;2.6;0.1;-12.1
5358;-1.2;2.4;2.0;4.8
5359;-0.5;2.8;2.3;13.3
5360;4.1;2.5;1.7;-8.8
5361;2.7;1.7;1.4;-11.2
5362;-4.9;2.6;-1.2;8.7
5363;-1.7;2.6;-1.4;-2.4
5364;0.0;2.4;2.5;-6.0
5365;-0.4;2.6;0.4;11.4
5366;1.3;3.0;2.0;8.6
5367;0.3;2.3;1.4;-10.9
5368;1.7;3.1;0.3;2.7
5369;-2.7;2.0;2.0;-11.7
5370;2.4;2.7;1.4;-3.1
5371;-0.4;2.6;2.0;-0.4
5372;-2.3;1.7;1.0;-15.5
5373;-1.3;2.5;1.2;5.7
5374;0.6;2.3;1.7;-7.9
5375;-2.4;2.3;0.4;8.7
5376;-1.3;2.0;2.3;-3.2
5377;-0.4;2.4;0.4;-4.7
5378;-2.1;1.4;1.2;-26.0
5379;-2.0;2.5;1.5;-6.2
5380;-0.5;2.5;1.2;-4.9
5381;-2.3;2.6;1.7;-5.9
5382;2.1;2.9;1.7;2.4
5383;-1.3;2.5;0.4;-0.5
5384;-2.4;3.1;-1.3;17.6
5385;-0.4;2.2;-1.4;-3.8
5386;0.3;2.3;2.8;-18.1
5387;-4.6;2.4;0.5;-6.9
5388;4.8;3.1;0.6;7.6
5389;0.4;2.8;-0.4;13.0
5390;-3.0;2.7;-0.3;8.2
5391;1.1;3.2;0.4;12.5
5392;-0.3;2.2;0.2;-7.9
5393;1.9;3.4;0.2;8.8
5394;6.3;2.6;2.3;-17.8
5395;-0.7;2.6;0.9;5.9
5396;-0.7;2.2;1.2;-22.9
5397;-2.3;2.1;0.8;8.6
5398;-3.3;2.2;1.3;2.8
5399;0.8;2.6;1.8;-13.9
5400;2.1;2.7;2.1;-4.5
5401;4.9;2.9;2.3;1.8
5402;-3.6;2.0;1.1;-5.9
5403;1.6;2.4;2.0;-1.1
5404;2.5;2.8;1.2;2.8
5405;0.3;1.8;-0.5;-9.8
5406;-1.7;2.0;3.0;-25.2
5407;0.4;2.9;-0.7;4.1
5408;-3.6;3.0;-0.9;-0.6
5409;-3.0;2.4;1.1;-6.1
5410;-1.4;2.3;-0.8;0.4
5411;-2.7;2.6;-0.5;-2.9
5412;-1.7;3.0;1.6;4.9
5413;3.4;3.5;3.9;0.1
5414;-1.3;2.3;1.5;-11.0
5415;1.9;3.0;0.5;17.2
5416;1.7;2.4;0.4;-13.4
5417;-6.3;1.8;-0.2;-3.0
5418;3.6;2.7;1.6;-6.2
5419;-1.9;3.2;-1.4;3.0
5420;-2.0;3.1;3.3;5.1
5421;-2.0;2.2;0.1;-8.2
5422;-1.9;1.9;-0.4;-15.8
5423;-1.1;2.5;2.0;4.4
5424;-0.1;2.2;2.7;-21.1
5425;2.4;2.7;0.8;-2.6
5426;-0.2;2.3;0.8;-6.5
5427;3.3;2.5;1.7;-14.7
5428;4.1;3.1;0.8;-3.5
5429;-2.1;3.4;0.4;12.8
5430;0.4;2.6;0.3;-2.1
5431;-1.3;2.6;1.3;-14.5
5432;0.9;2.0;2.1;-13.2
5433;-1.9;2.1;1.9;-4.5
5434;1.9;1.9;2.5;-18.1
5435;2.0;2.4;3.5;-0.9
5436;-2.2;1.9;-1.0;-12.3
5437;0.6;2.5;1.5;-14.3
5438;2.0;2.8;1.3;9.9
5439;-4.2;2.3;0.5;1.1
5440;-1.2;2.5;1.1;-2.9
5441;2.6;3.4;1.9;7.2
5442;0.6;2.7;2.0;-2.4
5443;2.4;2.4;-0.2;-15.4
5444;2.3;3.0;3.3;0.4
5445;-0.2;2.1;0.0;-14.9
5446;1.4;2.3;2.0;-12.0
5447;-1.6;2.7;0.1;1.8
5448;-1.2;2.3;0.6;5.0
5449;1.7;2.3;-0.1;-8.7
5450;4.5;3.6;-0.3;1.9
5451;-1.5;2.3;1.7;-13.2
5452;-0.9;2.1;-0.7;-13.6
5453;1.8;2.9;1.4;1.6
5454;-0.6;2.5;0.0;-8.7
5455;-1.7;1.2;1.6;-21.9
5456;-1.5;2.7;-0.1;5.8
5457;-3.3;2.3;3.0;-4.0
5458;2.7;2.5;1.9;1.7
5459;-0.3;2.1;1.6;-12.7
5460;-0.5;2.0;1.7;-20.1
5461;0.5;3.5;0.0;14.8
5462;2.7;2.6;2.3;-1.2
5463;-2.8;2.3;1.3;-9.7
5464;-3.5;2.8;0.2;-7.2
5465;0.2;3.4;-1.3;16.5
5466;-1.6;2.3;0.3;-2.4
5467;-1.6;3.2;0.3;8.6
5468;-2.9;2.7;0.1;6.2
5469;-1.0;1.8;3.8;-23.2
5470;1.5;2.8;1.1;-6.0
5471;-0.9;2.4;0.2;-4.7
5472;-1.9;2.3;-0.9;8.8
5473;0.1;2.0;1.4;0.7
5474;0.4;2.4;-0.4;-7.2
5475;7.8;2.5;4.0;-22.0
5476;1.6;2.4;0.0;-4.0
5477;2.8;2.5;1.8;-20.2
5478;-0.7;2.1;0.3;-11.2
5479;2.5;2.5;1.8;-5.8
5480;-0.9;2.7;1.0;8.0
5481;-1.1;2.5;1.6;-7.7
5482;1.5;2.4;3.1;-16.3
5483;0.5;2.2;2.2;-18.8
5484;-2.0;2.4;0.2;-2.2
5485;-0.8;2.3;0.4;4.7
5486;1.1;2.4;1.4;-4.7
5487;0.3;3.2;1.8;3.1
5488;-2.9;2.0;1.6;-9.0
5489;-3.5;2.6;2.1;9.5
5490;1.3;1.9;0.9;-11.6
5491;-1.5;2.4;2.9;-8.5
5492;3.8;3.6;0.7;15.0
5493;1.6;3.5;-0.9;15.0
5494;3.6;2.5;1.4;-15.3
5495;0.6;2.9;-0.1;3.1
5496;-0.3;2.9;0.8;15.8
5497;-3.7;2.4;0.7;4.0
5498;2.8;2.7;2.5;-1.4
5499;-0.8;3.3;-0.7;3.6
5500;4.1;2.0;2.0;-19.2
5501;-1.2;2.2;0.7;-13.9
5502;-2.4;2.3;1.5;4.3
5503;-0.9;2.6;0.1;-3.7
5504;0.7;2.4;0.9;-7.0
5505;-0.9;2.0;1.3;-17.6
5506;0.8;2.8;2.6;-7.4
5507;3.0;3.2;0.7;5.4
5508;4.9;2.7;3.4;-7.5
5509;0.8;2.4;1.2;-12.3
5510;0.0;2.3;-0.1;-13.8
5511;-0.5;1.9;0.8;-22.1
5512;-2.2;2.1;0.8;-8.2
5513;2.7;2.2;2.0;-18.4
5514;-2.1;2.3;1.4;-5.1
5515;-1.5;2.4;0.7;0.7
5516;-3.0;1.6;1.2;-15.9
5517;-2.4;1.8;2.5;-11.2
5518;-0.7;3.1;-0.9;14.1
5519;1.3;2.2;2.4;-16.2
5520;2.3;2.1;3.3;-14.3
5521;0.5;3.1;2.1;1.7
5522;-1.9;2.4;0.7;0.0
5523;0.9;2.7;1.8;4.7
5524;1.4;3.0;-0.6;2.5
5525;-0.9;2.0;1.5;-13.7
5526;-5.4;2.2;-0.8;3.7
5527;0.2;3.1;-1.0;5.9
5528;-1.5;2.5;-0.1;1.0
5529;6.7;3.1;4.3;-3.9
5530;2.8;3.0;0.9;0.4
5531;-4.7;1.7;1.2;-13.1
5532;1.4;2.7;-0.5;2.7
5533;0.8;3.1;0.0;1.9
5534;-4.3;2.6;-0.2;15.7
5535;-1.2;1.9;1.8;-9.9
5536;-6.8;2.2;2.6;-5.5
5537;0.4;3.1;0.1;14.1
5538;0.4;2.1;1.0;-4.6
5539;0.6;2.1;0.7;-2.3
5540;-0.1;2.6;1.4;0.4
5541;1.2;3.0;1.5;11.5
5542;-1.7;2.1;1.7;-7.9
5543;-1.3;2.5;-0.2;5.7
5544;-2.1;2.6;1.1;-1.8
5545;0.0;2.4;0.7;-5.1
5546;-3.4;2.0;1.2;-5.4
5547;0.4;2.9;3.6;-1.8
5548;2.1;3.4;1.7;9.0
5549;1.3;2.4;1.0;4.6
5550;-1.0;1.9;0.5;-12.0
5551;-2.2;3.4;-0.6;19.9
5552;4.4;3.3;-0.3;7.7
5553;2.0;3.1;1.8;7.6
5554;-0.9;3.0;1.6;-5.1
5555;2.7;2.7;2.5;-3.1
5556;-1.6;3.0;1.2;13.4
5557;0.3;2.1;1.3;-14.5
5558;3.0;3.4;0.1;7.5
5559;-2.2;2.3;1.0;-3.2
5560;0.7;2.9;-2.1;5.2
5561;-5.0;2.3;-0.4;0.7
5562;-1.9;2.1;1.0;-5.2
5563;3.8;2.5;1.7;-9.3
5564;0.6;2.8;-0.6;13.1
5565;2.1;2.5;1.8;-8.4
5566;1.5;3.1;0.2;9.1
5567;-3.1;2.1;2.1;-11.5
5568;-0.6;2.4;0.9;-14.4
5569;-1.8;2.3;1.3;-0.8
5570;1.5;3.3;2.2;6.4
5571;-1.4;1.9;3.1;-18.2
5572;0.9;3.0;-0.7;3.4
